"Site","Season","Week","temp"
"D04-EDW0","AP19","Week_4",7.64285714285714
"D04-EDW0","AP19","Week_5",8.74285714285714
"D04-EDW0","AP19","Week_6",10.0142857142857
"D04-EDW0","AP19","Week_7",7.4
"D04-EDW0","AP19","Week_8",8.78571428571429
"D04-EDW0","AP19","Week_9",12.5428571428571
"D04-EDW0","JU19","Week_1",14.3571428571429
"D04-EDW0","JU19","Week_2",21.6285714285714
"D04-EDW0","JU19","Week_3",23.5428571428571
"D04-EDW0","JU19","Week_4",22.9285714285714
"D04-EDW0","JU19","Week_5",26.5333333333333
"D04-EDW0","JU19","Week_6",23.1285714285714
"D04-EDW0","JU19","Week_7",22.2571428571429
"D04-EDW0","JU19","Week_8",23.8714285714286
"D04-EDW0","JU19","Week_9",23.0857142857143
"D04-EDW0","OC19","Week_1",21.9090909090909
"D04-EDW0","OC19","Week_2",19.0519480519481
"D04-EDW0","OC19","Week_3",16.9194805194805
"D04-EDW0","OC19","Week_4",12.0038961038961
"D04-EDW0","OC19","Week_5",10.9506493506493
"D04-EDW0","OC19","Week_6",8.71688311688312
"D04-EDW0","OC19","Week_7",4.16753246753247
"D04-EDW0","OC19","Week_8",1.37272727272727
"D04-EDW0","OC19","Week_9",-2.21883116883117
"D04-EDW0","JA20","Week_1",0.672727272727273
"D04-EDW0","JA20","Week_2",5.69480519480519
"D04-EDW0","JA20","Week_3",1.46688311688312
"D04-EDW0","JA20","Week_4",1.04155844155844
"D04-EDW0","JA20","Week_5",-4.66883116883117
"D04-EDW0","JA20","Week_6",0.0805194805194805
"D04-EDW0","JA20","Week_7",1.83766233766234
"D04-EDW0","JA20","Week_8",-1.0961038961039
"D04-EDW0","JA20","Week_9",-3.90714285714286
"D04-RDP1","JA18","Week_1",1.75714285714286
"D04-RDP1","JA18","Week_2",-13.4428571428571
"D04-RDP1","JA18","Week_3",-13.9428571428571
"D04-RDP1","JA18","Week_4",-1.07142857142857
"D04-RDP1","JA18","Week_5",-2.81428571428571
"D04-RDP1","JA18","Week_6",3.41428571428571
"D04-RDP1","JA18","Week_7",-5.21428571428571
"D04-RDP1","JA18","Week_8",-8.22857142857143
"D04-RDP1","JA18","Week_9",-1.15714285714286
"D04-RDP1","AP18","Week_1",1.51428571428571
"D04-RDP1","AP18","Week_2",4.18571428571429
"D04-RDP1","AP18","Week_3",0.0285714285714286
"D04-RDP1","AP18","Week_4",3.62857142857143
"D04-RDP1","AP18","Week_5",2.25714285714286
"D04-RDP1","AP18","Week_6",5.92857142857143
"D04-RDP1","AP18","Week_7",16.5571428571429
"D04-RDP1","AP18","Week_8",12.8428571428571
"D04-RDP1","AP18","Week_9",10.3285714285714
"D04-RDP1","JU18","Week_1",20.3714285714286
"D04-RDP1","JU18","Week_2",21.5285714285714
"D04-RDP1","JU18","Week_3",23.5428571428571
"D04-RDP1","JU18","Week_4",24.1714285714286
"D04-RDP1","JU18","Week_5",23.0571428571429
"D04-RDP1","JU18","Week_6",21.7428571428571
"D04-RDP1","JU18","Week_7",23.3571428571429
"D04-RDP1","JU18","Week_8",24.4142857142857
"D04-RDP1","JU18","Week_9",24.2571428571429
"D04-RDP1","OC18","Week_1",20.2333333333333
"D04-RDP1","OC18","Week_2",16.0428571428571
"D04-RDP1","OC18","Week_3",16.9142857142857
"D04-RDP1","OC18","Week_4",14.1142857142857
"D04-RDP1","OC18","Week_5",7.67142857142857
"D04-RDP1","OC18","Week_6",9
"D04-RDP1","OC18","Week_7",9.18571428571429
"D04-RDP1","OC18","Week_8",3.21428571428571
"D04-RDP1","OC18","Week_9",0.0714285714285715
"D04-RDP1","JA19","Week_1",2.25714285714286
"D04-RDP1","JA19","Week_2",2.2
"D04-RDP1","JA19","Week_3",2.62857142857143
"D04-RDP1","JA19","Week_4",-1.82857142857143
"D04-RDP1","JA19","Week_5",-3.98571428571429
"D04-RDP1","JA19","Week_6",-9.28571428571429
"D04-RDP1","JA19","Week_7",-8.95714285714286
"D04-RDP1","JA19","Week_8",-3.87142857142857
"D04-RDP1","JA19","Week_9",-2.84285714285714
"D04-RDP1","AP19","Week_1",4.11428571428571
"D04-RDP1","AP19","Week_2",3.87142857142857
"D04-RDP1","AP19","Week_3",6.6
"D04-RDP1","AP19","Week_4",7.64285714285714
"D04-RDP1","AP19","Week_5",8.74285714285714
"D04-RDP1","AP19","Week_6",10.0142857142857
"D04-RDP1","AP19","Week_7",7.4
"D04-RDP1","AP19","Week_8",8.78571428571429
"D04-RDP1","AP19","Week_9",12.5428571428571
"D04-RDP1","JU19","Week_1",14.3571428571429
"D04-RDP1","JU19","Week_2",21.6285714285714
"D04-RDP1","JU19","Week_3",23.5428571428571
"D04-RDP1","JU19","Week_4",22.9285714285714
"D04-RDP1","JU19","Week_5",26.5333333333333
"D04-RDP1","JU19","Week_6",23.1285714285714
"D04-RDP1","JU19","Week_7",22.2571428571429
"D04-RDP1","JU19","Week_8",23.8714285714286
"D04-RDP1","JU19","Week_9",23.0857142857143
"D04-RDP1","OC19","Week_1",21.9090909090909
"D04-RDP1","OC19","Week_2",19.0519480519481
"D04-RDP1","OC19","Week_3",16.9194805194805
"D04-RDP1","OC19","Week_4",12.0038961038961
"D04-RDP1","OC19","Week_5",10.9506493506493
"D04-RDP1","OC19","Week_6",8.71688311688312
"D04-RDP1","OC19","Week_7",4.16753246753247
"D04-RDP1","OC19","Week_8",1.37272727272727
"D04-RDP1","OC19","Week_9",-2.21883116883117
"D04-RDP1","JA20","Week_1",0.672727272727273
"D04-RDP1","JA20","Week_2",5.69480519480519
"D04-RDP1","JA20","Week_3",1.46688311688312
"D04-RDP1","JA20","Week_4",1.04155844155844
"D04-RDP1","JA20","Week_5",-4.66883116883117
"D04-RDP1","JA20","Week_6",0.0805194805194805
"D04-RDP1","JA20","Week_7",1.83766233766234
"D04-RDP1","JA20","Week_8",-1.0961038961039
"D04-RDP1","JA20","Week_9",-3.90714285714286
"D04-ROS0","JA18","Week_1",1.75714285714286
"D04-ROS0","JA18","Week_2",-13.4428571428571
"D04-ROS0","JA18","Week_3",-13.9428571428571
"D04-ROS0","JA18","Week_4",-1.07142857142857
"D04-ROS0","JA18","Week_5",-2.81428571428571
"D04-ROS0","JA18","Week_6",3.41428571428571
"D04-ROS0","JA18","Week_7",-5.21428571428571
"D04-ROS0","JA18","Week_8",-8.22857142857143
"D04-ROS0","JA18","Week_9",-1.15714285714286
"D04-ROS0","AP18","Week_1",1.51428571428571
"D04-ROS0","AP18","Week_2",4.18571428571429
"D04-ROS0","AP18","Week_3",0.0285714285714286
"D04-ROS0","AP18","Week_4",3.62857142857143
"D04-ROS0","AP18","Week_5",2.25714285714286
"D04-ROS0","AP18","Week_6",5.92857142857143
"D04-ROS0","AP18","Week_7",16.5571428571429
"D04-ROS0","AP18","Week_8",12.8428571428571
"D04-ROS0","AP18","Week_9",10.3285714285714
"D04-ROS0","JU18","Week_1",20.3714285714286
"D04-ROS0","JU18","Week_2",21.5285714285714
"D04-ROS0","JU18","Week_3",23.5428571428571
"D04-ROS0","JU18","Week_4",24.1714285714286
"D04-ROS0","JU18","Week_5",23.0571428571429
"D04-ROS0","JU18","Week_6",21.7428571428571
"D04-ROS0","JU18","Week_7",23.3571428571429
"D04-ROS0","JU18","Week_8",24.4142857142857
"D04-ROS0","JU18","Week_9",24.2571428571429
"D04-ROS0","OC18","Week_1",20.2333333333333
"D04-ROS0","OC18","Week_2",16.0428571428571
"D04-ROS0","OC18","Week_3",16.9142857142857
"D04-ROS0","OC18","Week_4",14.1142857142857
"D04-ROS0","OC18","Week_5",7.67142857142857
"D04-ROS0","OC18","Week_6",9
"D04-ROS0","OC18","Week_7",9.18571428571429
"D04-ROS0","OC18","Week_8",3.21428571428571
"D04-ROS0","OC18","Week_9",0.0714285714285715
"D04-ROS0","JA19","Week_1",2.25714285714286
"D04-ROS0","JA19","Week_2",2.2
"D04-ROS0","JA19","Week_3",2.62857142857143
"D04-ROS0","JA19","Week_4",-1.82857142857143
"D04-ROS0","JA19","Week_5",-3.98571428571429
"D04-ROS0","JA19","Week_6",-9.28571428571429
"D04-ROS0","JA19","Week_7",-8.95714285714286
"D04-ROS0","JA19","Week_8",-3.87142857142857
"D04-ROS0","JA19","Week_9",-2.84285714285714
"D04-ROS0","AP19","Week_1",4.11428571428571
"D04-ROS0","AP19","Week_2",3.87142857142857
"D04-ROS0","AP19","Week_3",6.6
"D04-ROS0","AP19","Week_4",7.64285714285714
"D04-ROS0","AP19","Week_5",8.74285714285714
"D04-ROS0","AP19","Week_6",10.0142857142857
"D04-ROS0","AP19","Week_7",7.4
"D04-ROS0","AP19","Week_8",8.78571428571429
"D04-ROS0","AP19","Week_9",12.5428571428571
"D04-ROS0","JU19","Week_1",14.3571428571429
"D04-ROS0","JU19","Week_2",21.6285714285714
"D04-ROS0","JU19","Week_3",23.5428571428571
"D04-ROS0","JU19","Week_4",22.9285714285714
"D04-ROS0","JU19","Week_5",26.5333333333333
"D04-ROS0","JU19","Week_6",23.1285714285714
"D04-ROS0","JU19","Week_7",22.2571428571429
"D04-ROS0","JU19","Week_8",23.8714285714286
"D04-ROS0","JU19","Week_9",23.0857142857143
"D04-ROS0","OC19","Week_1",21.9090909090909
"D04-ROS0","OC19","Week_2",19.0519480519481
"D04-ROS0","OC19","Week_3",16.9194805194805
"D04-ROS0","OC19","Week_4",12.0038961038961
"D04-ROS0","OC19","Week_5",10.9506493506493
"D04-ROS0","OC19","Week_6",8.71688311688312
"D04-ROS0","OC19","Week_7",4.16753246753247
"D04-ROS0","OC19","Week_8",1.37272727272727
"D04-ROS0","OC19","Week_9",-2.21883116883117
"D04-ROS0","JA20","Week_1",0.672727272727273
"D04-ROS0","JA20","Week_2",5.69480519480519
"D04-ROS0","JA20","Week_3",1.46688311688312
"D04-ROS0","JA20","Week_4",1.04155844155844
"D04-ROS0","JA20","Week_5",-4.66883116883117
"D04-ROS0","JA20","Week_6",0.0805194805194805
"D04-ROS0","JA20","Week_7",1.83766233766234
"D04-ROS0","JA20","Week_8",-1.0961038961039
"D04-ROS0","JA20","Week_9",-3.90714285714286
"D05-BRP1","JA18","Week_1",1.58571428571429
"D05-BRP1","JA18","Week_2",-13.7
"D05-BRP1","JA18","Week_3",-14.5285714285714
"D05-BRP1","JA18","Week_4",-1.5
"D05-BRP1","JA18","Week_5",-3.44285714285714
"D05-BRP1","JA18","Week_6",3.31428571428571
"D05-BRP1","JA18","Week_7",-4
"D05-BRP1","JA18","Week_8",-9.07142857142857
"D05-BRP1","JA18","Week_9",-2.24285714285714
"D05-BRP1","AP18","Week_1",2.25714285714286
"D05-BRP1","AP18","Week_2",5.61428571428571
"D05-BRP1","AP18","Week_3",0.442857142857143
"D05-BRP1","AP18","Week_4",4.82857142857143
"D05-BRP1","AP18","Week_5",3.55714285714286
"D05-BRP1","AP18","Week_6",9.9
"D05-BRP1","AP18","Week_7",17.7571428571429
"D05-BRP1","AP18","Week_8",15.8428571428571
"D05-BRP1","AP18","Week_9",15.5714285714286
"D05-BRP1","JU18","Week_1",22.6
"D05-BRP1","JU18","Week_2",24.5285714285714
"D05-BRP1","JU18","Week_3",25.8
"D05-BRP1","JU18","Week_4",26.0428571428571
"D05-BRP1","JU18","Week_5",24.6142857142857
"D05-BRP1","JU18","Week_6",23.0857142857143
"D05-BRP1","JU18","Week_7",24.0142857142857
"D05-BRP1","JU18","Week_8",25.2714285714286
"D05-BRP1","JU18","Week_9",25.2714285714286
"D05-BRP1","OC18","Week_1",21.4571428571429
"D05-BRP1","OC18","Week_2",15.7571428571429
"D05-BRP1","OC18","Week_3",16.9285714285714
"D05-BRP1","OC18","Week_4",13.7
"D05-BRP1","OC18","Week_5",7.17142857142857
"D05-BRP1","OC18","Week_6",8.37142857142857
"D05-BRP1","OC18","Week_7",8.94285714285714
"D05-BRP1","OC18","Week_8",2.92857142857143
"D05-BRP1","OC18","Week_9",-0.771428571428571
"D05-BRP1","JA19","Week_1",1.41428571428571
"D05-BRP1","JA19","Week_2",1.31428571428571
"D05-BRP1","JA19","Week_3",1.65714285714286
"D05-BRP1","JA19","Week_4",-2.61428571428571
"D05-BRP1","JA19","Week_5",-4.72857142857143
"D05-BRP1","JA19","Week_6",-10.6285714285714
"D05-BRP1","JA19","Week_7",-9.98571428571429
"D05-BRP1","JA19","Week_8",-4.08571428571429
"D05-BRP1","JA19","Week_9",-3.6
"D05-BRP1","AP19","Week_1",4.27142857142857
"D05-BRP1","AP19","Week_2",4.68571428571429
"D05-BRP1","AP19","Week_3",7.84285714285714
"D05-BRP1","AP19","Week_4",8.47142857142857
"D05-BRP1","AP19","Week_5",10.7857142857143
"D05-BRP1","AP19","Week_6",11.8857142857143
"D05-BRP1","AP19","Week_7",9.12857142857143
"D05-BRP1","AP19","Week_8",10.8571428571429
"D05-BRP1","AP19","Week_9",14.6714285714286
"D05-BRP1","JU19","Week_1",18.0857142857143
"D05-BRP1","JU19","Week_2",24.3285714285714
"D05-BRP1","JU19","Week_3",25.5428571428571
"D05-BRP1","JU19","Week_4",25
"D05-BRP1","JU19","Week_5",26.6571428571429
"D05-BRP1","JU19","Week_6",23.5857142857143
"D05-BRP1","JU19","Week_7",22.9857142857143
"D05-BRP1","JU19","Week_8",24.4428571428571
"D05-BRP1","JU19","Week_9",22.8428571428571
"D05-BRP1","OC19","Week_1",21.9285714285714
"D05-BRP1","OC19","Week_2",18.7
"D05-BRP1","OC19","Week_3",16.2571428571429
"D05-BRP1","OC19","Week_4",11.6428571428571
"D05-BRP1","OC19","Week_5",10.5857142857143
"D05-BRP1","OC19","Week_6",8.15714285714286
"D05-BRP1","OC19","Week_7",3.3
"D05-BRP1","OC19","Week_8",0.471428571428571
"D05-BRP1","OC19","Week_9",-3.04285714285714
"D05-BRP1","JA20","Week_1",0.614285714285714
"D05-BRP1","JA20","Week_2",5.3
"D05-BRP1","JA20","Week_3",1.17142857142857
"D05-BRP1","JA20","Week_4",0.371428571428571
"D05-BRP1","JA20","Week_5",-5.4
"D05-BRP1","JA20","Week_6",-0.271428571428571
"D05-BRP1","JA20","Week_7",2.18571428571429
"D05-BRP1","JA20","Week_8",-0.757142857142857
"D05-BRP1","JA20","Week_9",-3.51428571428571
"D05-MIA1","JA18","Week_1",1.5
"D05-MIA1","JA18","Week_2",-13.4714285714286
"D05-MIA1","JA18","Week_3",-14.2
"D05-MIA1","JA18","Week_4",-1.48571428571429
"D05-MIA1","JA18","Week_5",-2.92857142857143
"D05-MIA1","JA18","Week_6",3.18571428571429
"D05-MIA1","JA18","Week_7",-4.1
"D05-MIA1","JA18","Week_8",-8.84285714285714
"D05-MIA1","JA18","Week_9",-1.94285714285714
"D05-MIA1","AP18","Week_1",1.91428571428571
"D05-MIA1","AP18","Week_2",5.31428571428571
"D05-MIA1","AP18","Week_3",0.457142857142857
"D05-MIA1","AP18","Week_4",4.62857142857143
"D05-MIA1","AP18","Week_5",3.28571428571429
"D05-MIA1","AP18","Week_6",9.4
"D05-MIA1","AP18","Week_7",17.4285714285714
"D05-MIA1","AP18","Week_8",15.3285714285714
"D05-MIA1","AP18","Week_9",15.2142857142857
"D05-MIA1","JU18","Week_1",22.3428571428571
"D05-MIA1","JU18","Week_2",23.9
"D05-MIA1","JU18","Week_3",25.6142857142857
"D05-MIA1","JU18","Week_4",25.7142857142857
"D05-MIA1","JU18","Week_5",24.2285714285714
"D05-MIA1","JU18","Week_6",23.1285714285714
"D05-MIA1","JU18","Week_7",23.8
"D05-MIA1","JU18","Week_8",25.2285714285714
"D05-MIA1","JU18","Week_9",25.1428571428571
"D05-MIA1","OC18","Week_1",20.9428571428571
"D05-MIA1","OC18","Week_2",15.7
"D05-MIA1","OC18","Week_3",16.9
"D05-MIA1","OC18","Week_4",14.0571428571429
"D05-MIA1","OC18","Week_5",7.48571428571429
"D05-MIA1","OC18","Week_6",8.14285714285714
"D05-MIA1","OC18","Week_7",9.05714285714286
"D05-MIA1","OC18","Week_8",3.32857142857143
"D05-MIA1","OC18","Week_9",-0.685714285714286
"D05-MIA1","JA19","Week_1",2.02857142857143
"D05-MIA1","JA19","Week_2",1.9
"D05-MIA1","JA19","Week_3",2.45714285714286
"D05-MIA1","JA19","Week_4",-1.84285714285714
"D05-MIA1","JA19","Week_5",-4
"D05-MIA1","JA19","Week_6",-9.84285714285714
"D05-MIA1","JA19","Week_7",-9.41428571428571
"D05-MIA1","JA19","Week_8",-3.4
"D05-MIA1","JA19","Week_9",-2.68571428571429
"D05-MIA1","AP19","Week_1",4.55714285714286
"D05-MIA1","AP19","Week_2",4.84285714285714
"D05-MIA1","AP19","Week_3",8
"D05-MIA1","AP19","Week_4",8.81428571428571
"D05-MIA1","AP19","Week_5",11.3428571428571
"D05-MIA1","AP19","Week_6",12.0142857142857
"D05-MIA1","AP19","Week_7",9.4
"D05-MIA1","AP19","Week_8",10.9285714285714
"D05-MIA1","AP19","Week_9",15.0285714285714
"D05-MIA1","JU19","Week_1",18.0714285714286
"D05-MIA1","JU19","Week_2",24.4857142857143
"D05-MIA1","JU19","Week_3",26.1714285714286
"D05-MIA1","JU19","Week_4",24.9857142857143
"D05-MIA1","JU19","Week_5",27.3
"D05-MIA1","JU19","Week_6",24.0285714285714
"D05-MIA1","JU19","Week_7",23.0714285714286
"D05-MIA1","JU19","Week_8",24.6142857142857
"D05-MIA1","JU19","Week_9",23.2571428571429
"D05-MIA1","OC19","Week_1",22.4428571428571
"D05-MIA1","OC19","Week_2",19.4571428571429
"D05-MIA1","OC19","Week_3",16.8142857142857
"D05-MIA1","OC19","Week_4",11.9285714285714
"D05-MIA1","OC19","Week_5",10.9857142857143
"D05-MIA1","OC19","Week_6",8.64285714285714
"D05-MIA1","OC19","Week_7",4.08571428571429
"D05-MIA1","OC19","Week_8",1
"D05-MIA1","OC19","Week_9",-2.5
"D05-MIA1","JA20","Week_1",1.22857142857143
"D05-MIA1","JA20","Week_2",5.74285714285714
"D05-MIA1","JA20","Week_3",1.84285714285714
"D05-MIA1","JA20","Week_4",0.971428571428571
"D05-MIA1","JA20","Week_5",-4.64285714285714
"D05-MIA1","JA20","Week_6",0.6
"D05-MIA1","JA20","Week_7",1.95714285714286
"D05-MIA1","JA20","Week_8",-0.928571428571429
"D05-MIA1","JA20","Week_9",-3.64285714285714
"D05-PRC1","JA18","Week_1",1.58571428571429
"D05-PRC1","JA18","Week_2",-13.7
"D05-PRC1","JA18","Week_3",-14.5285714285714
"D05-PRC1","JA18","Week_4",-1.5
"D05-PRC1","JA18","Week_5",-3.44285714285714
"D05-PRC1","JA18","Week_6",3.31428571428571
"D05-PRC1","JA18","Week_7",-4
"D05-PRC1","JA18","Week_8",-9.07142857142857
"D05-PRC1","JA18","Week_9",-2.24285714285714
"D05-PRC1","AP18","Week_1",2.25714285714286
"D05-PRC1","AP18","Week_2",5.61428571428571
"D05-PRC1","AP18","Week_3",0.442857142857143
"D05-PRC1","AP18","Week_4",4.82857142857143
"D05-PRC1","AP18","Week_5",3.55714285714286
"D05-PRC1","AP18","Week_6",9.9
"D05-PRC1","AP18","Week_7",17.7571428571429
"D05-PRC1","AP18","Week_8",15.8428571428571
"D05-PRC1","AP18","Week_9",15.5714285714286
"D05-PRC1","JU18","Week_1",22.6
"D05-PRC1","JU18","Week_2",24.5285714285714
"D05-PRC1","JU18","Week_3",25.8
"D05-PRC1","JU18","Week_4",26.0428571428571
"D05-PRC1","JU18","Week_5",24.6142857142857
"D05-PRC1","JU18","Week_6",23.0857142857143
"D05-PRC1","JU18","Week_7",24.0142857142857
"D05-PRC1","JU18","Week_8",25.2714285714286
"D05-PRC1","JU18","Week_9",25.2714285714286
"D05-PRC1","OC18","Week_1",21.4571428571429
"D05-PRC1","OC18","Week_2",15.7571428571429
"D05-PRC1","OC18","Week_3",16.9285714285714
"D05-PRC1","OC18","Week_4",13.7
"D05-PRC1","OC18","Week_5",7.17142857142857
"D05-PRC1","OC18","Week_6",8.37142857142857
"D05-PRC1","OC18","Week_7",8.94285714285714
"D05-PRC1","OC18","Week_8",2.92857142857143
"D05-PRC1","OC18","Week_9",-0.771428571428571
"D05-PRC1","JA19","Week_1",1.41428571428571
"D05-PRC1","JA19","Week_2",1.31428571428571
"D05-PRC1","JA19","Week_3",1.65714285714286
"D05-PRC1","JA19","Week_4",-2.61428571428571
"D05-PRC1","JA19","Week_5",-4.72857142857143
"D05-PRC1","JA19","Week_6",-10.6285714285714
"D05-PRC1","JA19","Week_7",-9.98571428571429
"D05-PRC1","JA19","Week_8",-4.08571428571429
"D05-PRC1","JA19","Week_9",-3.6
"D05-PRC1","AP19","Week_1",4.27142857142857
"D05-PRC1","AP19","Week_2",4.68571428571429
"D05-PRC1","AP19","Week_3",7.84285714285714
"D05-PRC1","AP19","Week_4",8.47142857142857
"D05-PRC1","AP19","Week_5",10.7857142857143
"D05-PRC1","AP19","Week_6",11.8857142857143
"D05-PRC1","AP19","Week_7",9.12857142857143
"D05-PRC1","AP19","Week_8",10.8571428571429
"D05-PRC1","AP19","Week_9",14.6714285714286
"D05-PRC1","JU19","Week_1",18.0857142857143
"D05-PRC1","JU19","Week_2",24.3285714285714
"D05-PRC1","JU19","Week_3",25.5428571428571
"D05-PRC1","JU19","Week_4",25
"D05-PRC1","JU19","Week_5",26.6571428571429
"D05-PRC1","JU19","Week_6",23.5857142857143
"D05-PRC1","JU19","Week_7",22.9857142857143
"D05-PRC1","JU19","Week_8",24.4428571428571
"D05-PRC1","JU19","Week_9",22.8428571428571
"D05-PRC1","OC19","Week_1",21.9285714285714
"D05-PRC1","OC19","Week_2",18.7
"D05-PRC1","OC19","Week_3",16.2571428571429
"D05-PRC1","OC19","Week_4",11.6428571428571
"D05-PRC1","OC19","Week_5",10.5857142857143
"D05-PRC1","OC19","Week_6",8.15714285714286
"D05-PRC1","OC19","Week_7",3.3
"D05-PRC1","OC19","Week_8",0.471428571428571
"D05-PRC1","OC19","Week_9",-3.04285714285714
"D05-PRC1","JA20","Week_1",0.614285714285714
"D05-PRC1","JA20","Week_2",5.3
"D05-PRC1","JA20","Week_3",1.17142857142857
"D05-PRC1","JA20","Week_4",0.371428571428571
"D05-PRC1","JA20","Week_5",-5.4
"D05-PRC1","JA20","Week_6",-0.271428571428571
"D05-PRC1","JA20","Week_7",2.18571428571429
"D05-PRC1","JA20","Week_8",-0.757142857142857
"D05-PRC1","JA20","Week_9",-3.51428571428571
"D06-KCG1","JA18","Week_1",1.5
"D06-KCG1","JA18","Week_2",-13.4714285714286
"D06-KCG1","JA18","Week_3",-14.2
"D06-KCG1","JA18","Week_4",-1.48571428571429
"D06-KCG1","JA18","Week_5",-2.92857142857143
"D06-KCG1","JA18","Week_6",3.18571428571429
"D06-KCG1","JA18","Week_7",-4.1
"D06-KCG1","JA18","Week_8",-8.84285714285714
"D06-KCG1","JA18","Week_9",-1.94285714285714
"D06-KCG1","AP18","Week_1",1.91428571428571
"D06-KCG1","AP18","Week_2",5.31428571428571
"D06-KCG1","AP18","Week_3",0.457142857142857
"D06-KCG1","AP18","Week_4",4.62857142857143
"D06-KCG1","AP18","Week_5",3.28571428571429
"D06-KCG1","AP18","Week_6",9.4
"D06-KCG1","AP18","Week_7",17.4285714285714
"D06-KCG1","AP18","Week_8",15.3285714285714
"D06-KCG1","AP18","Week_9",15.2142857142857
"D06-KCG1","JU18","Week_1",22.3428571428571
"D06-KCG1","JU18","Week_2",23.9
"D06-KCG1","JU18","Week_3",25.6142857142857
"D06-KCG1","JU18","Week_4",25.7142857142857
"D06-KCG1","JU18","Week_5",24.2285714285714
"D06-KCG1","JU18","Week_6",23.1285714285714
"D06-KCG1","JU18","Week_7",23.8
"D06-KCG1","JU18","Week_8",25.2285714285714
"D06-KCG1","JU18","Week_9",25.1428571428571
"D06-KCG1","OC18","Week_1",20.9428571428571
"D06-KCG1","OC18","Week_2",15.7
"D06-KCG1","OC18","Week_3",16.9
"D06-KCG1","OC18","Week_4",14.0571428571429
"D06-KCG1","OC18","Week_5",7.48571428571429
"D06-KCG1","OC18","Week_6",8.14285714285714
"D06-KCG1","OC18","Week_7",9.05714285714286
"D06-KCG1","OC18","Week_8",3.32857142857143
"D06-KCG1","OC18","Week_9",-0.685714285714286
"D06-KCG1","JA19","Week_1",2.02857142857143
"D06-KCG1","JA19","Week_2",1.9
"D06-KCG1","JA19","Week_3",2.45714285714286
"D06-KCG1","JA19","Week_4",-1.84285714285714
"D06-KCG1","JA19","Week_5",-4
"D06-KCG1","JA19","Week_6",-9.84285714285714
"D06-KCG1","JA19","Week_7",-9.41428571428571
"D06-KCG1","JA19","Week_8",-3.4
"D06-KCG1","JA19","Week_9",-2.68571428571429
"D06-KCG1","AP19","Week_1",4.55714285714286
"D06-KCG1","AP19","Week_2",4.84285714285714
"D06-KCG1","AP19","Week_3",8
"D06-KCG1","AP19","Week_4",8.81428571428571
"D06-KCG1","AP19","Week_5",11.3428571428571
"D06-KCG1","AP19","Week_6",12.0142857142857
"D06-KCG1","AP19","Week_7",9.4
"D06-KCG1","AP19","Week_8",10.9285714285714
"D06-KCG1","AP19","Week_9",15.0285714285714
"D06-KCG1","JU19","Week_1",18.0714285714286
"D06-KCG1","JU19","Week_2",24.4857142857143
"D06-KCG1","JU19","Week_3",26.1714285714286
"D06-KCG1","JU19","Week_4",24.9857142857143
"D06-KCG1","JU19","Week_5",27.3
"D06-KCG1","JU19","Week_6",24.0285714285714
"D06-KCG1","JU19","Week_7",23.0714285714286
"D06-KCG1","JU19","Week_8",24.6142857142857
"D06-KCG1","JU19","Week_9",23.2571428571429
"D06-KCG1","OC19","Week_1",22.4428571428571
"D06-KCG1","OC19","Week_2",19.4571428571429
"D06-KCG1","OC19","Week_3",16.8142857142857
"D06-KCG1","OC19","Week_4",11.9285714285714
"D06-KCG1","OC19","Week_5",10.9857142857143
"D06-KCG1","OC19","Week_6",8.64285714285714
"D06-KCG1","OC19","Week_7",4.08571428571429
"D06-KCG1","OC19","Week_8",1
"D06-KCG1","OC19","Week_9",-2.5
"D06-KCG1","JA20","Week_1",1.22857142857143
"D06-KCG1","JA20","Week_2",5.74285714285714
"D06-KCG1","JA20","Week_3",1.84285714285714
"D06-KCG1","JA20","Week_4",0.971428571428571
"D06-KCG1","JA20","Week_5",-4.64285714285714
"D06-KCG1","JA20","Week_6",0.6
"D06-KCG1","JA20","Week_7",1.95714285714286
"D06-KCG1","JA20","Week_8",-0.928571428571429
"D06-KCG1","JA20","Week_9",-3.64285714285714
"D07-ASC0","JA18","Week_1",1.5
"D07-ASC0","JA18","Week_2",-13.4714285714286
"D07-ASC0","JA18","Week_3",-14.2
"D07-ASC0","JA18","Week_4",-1.48571428571429
"D07-ASC0","JA18","Week_5",-2.92857142857143
"D07-ASC0","JA18","Week_6",3.18571428571429
"D07-ASC0","JA18","Week_7",-4.1
"D07-ASC0","JA18","Week_8",-8.84285714285714
"D07-ASC0","JA18","Week_9",-1.94285714285714
"D07-ASC0","AP18","Week_1",1.91428571428571
"D07-ASC0","AP18","Week_2",5.31428571428571
"D07-ASC0","AP18","Week_3",0.457142857142857
"D07-ASC0","AP18","Week_4",4.62857142857143
"D07-ASC0","AP18","Week_5",3.28571428571429
"D07-ASC0","AP18","Week_6",9.4
"D07-ASC0","AP18","Week_7",17.4285714285714
"D07-ASC0","AP18","Week_8",15.3285714285714
"D07-ASC0","AP18","Week_9",15.2142857142857
"D07-ASC0","JU18","Week_1",22.3428571428571
"D07-ASC0","JU18","Week_2",23.9
"D07-ASC0","JU18","Week_3",25.6142857142857
"D07-ASC0","JU18","Week_4",25.7142857142857
"D07-ASC0","JU18","Week_5",24.2285714285714
"D07-ASC0","JU18","Week_6",23.1285714285714
"D07-ASC0","JU18","Week_7",23.8
"D07-ASC0","JU18","Week_8",25.2285714285714
